strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
KR055627	12MYKL0464	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055582	12MYKL0523	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055605	12MYKL0523	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055628	12MYKL0523	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055583	12MYKL0710	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055606	12MYKL0710	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055629	12MYKL0710	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055584	12MYKL0732	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055608	12MYKL0732	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055630	12MYKL0732	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055585	12MYKL0760	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055609	12MYKL0760	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055631	12MYKL0760	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055586	12MYKL0774	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055607	12MYKL0774	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055632	12MYKL0774	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055587	12MYKL0781	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055610	12MYKL0781	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055633	12MYKL0781	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055588	12MYKL0868	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055611	12MYKL0868	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055634	12MYKL0868	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055589	12MYKL0945	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055612	12MYKL0945	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055635	12MYKL0945	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055590	12MYKL1024	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055613	12MYKL1024	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055636	12MYKL1024	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055591	12MYKL1057	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055615	12MYKL1057	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055637	12MYKL1057	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055592	12MYKL1130	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055614	12MYKL1130	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055638	12MYKL1130	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055593	12MYKL1140	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055616	12MYKL1140	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055639	12MYKL1140	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055594	12MYKL1381	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055617	12MYKL1381	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055640	12MYKL1381	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055595	12MYKL1484	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055618	12MYKL1484	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055641	12MYKL1484	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055596	12MYKL1612	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055619	12MYKL1612	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055642	12MYKL1612	2012-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KF572732	1357A_09	2009-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572834	1357A_09	2009-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572891	1357A_09	2009-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572647	1375A_09	2009-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572648	1382A_09	2009-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572733	1382A_09	2009-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572835	1382A_09	2009-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572892	1382A_09	2009-02-XX	Human	China	Betacoronavirus_1	None	None	full
KU745533	13963/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745549	13963/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745565	13963/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745534	13969/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745550	13969/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745566	13969/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KR055597	13MYKL1758	2013-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055620	13MYKL1758	2013-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055643	13MYKL1758	2013-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055598	13MYKL1975	2013-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055621	13MYKL1975	2013-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KR055644	13MYKL1975	2013-XX-XX	Human	Malaysia	Betacoronavirus_1	None	None	full
KU745535	14007/2014	2014-05-XX	Human	China	Betacoronavirus_1	None	None	full
KU745551	14007/2014	2014-05-XX	Human	China	Betacoronavirus_1	None	None	full
KU745567	14007/2014	2014-05-XX	Human	China	Betacoronavirus_1	None	None	full
KU745536	14012/2014	2014-05-XX	Human	China	Betacoronavirus_1	None	None	full
KU745552	14012/2014	2014-05-XX	Human	China	Betacoronavirus_1	None	None	full
KU745568	14012/2014	2014-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572649	1489A_09	2009-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572734	1489A_09	2009-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572815	1489A_09	2009-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572893	1537A_08	2009-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572650	1537A_09	2009-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572735	1537A_09	2009-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572651	1591A_09	2009-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF572736	1591A_09	2009-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF572836	1591A_09	2009-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF572894	1591A_09	2009-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF572652	1593A_09	2009-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF572737	1593A_09	2009-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF572837	1593A_09	2009-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF572895	1593A_09	2009-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF572653	1702_06	2006-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572738	1702_06	2006-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572896	1702_06	2006-03-XX	Human	China	Betacoronavirus_1	None	None	full
KP198611	1783A/10	2010-01-XX	Human	China	Betacoronavirus_1	None	None	full
KF572654	1783A_10	2010-01-XX	Human	China	Betacoronavirus_1	None	None	full
KF572739	1783A_10	2010-01-XX	Human	China	Betacoronavirus_1	None	None	full
KF572804	1783A_10	2010-01-XX	Human	China	Betacoronavirus_1	None	None	full
KF572897	1783A_10	2010-01-XX	Human	China	Betacoronavirus_1	None	None	full
KF923886	1908A/2010	2010-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572655	1908A_10	2010-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572740	1908A_10	2010-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572805	1908A_10	2010-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572898	1908A_10	2010-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572656	1919A_10	2010-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572741	1919A_10	2010-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572806	1919A_10	2010-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572899	1919A_10	2010-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF923889	1926/2006	2006-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572657	1926_06	2006-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572742	1926_06	2006-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572807	1926_06	2006-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572900	1926_06	2006-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572743	1996A_10	2010-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF923887	1997A/2010	2010-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572658	1997A_10	2010-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572744	1997A_10	2010-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572808	1997A_10	2010-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572901	1997A_10	2010-04-XX	Human	China	Betacoronavirus_1	None	None	full
KY014281	2002_04	2002-XX-XX	Human	France	Betacoronavirus_1	None	None	full
KY014282	2007_09	2007-XX-XX	Human	France	Betacoronavirus_1	None	None	full
KP198610	2058A/10	2010-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572659	2058A_10	2010-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572745	2058A_10	2010-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572809	2058A_10	2010-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572902	2058A_10	2010-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572660	2134A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572749	2134A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572838	2134A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572903	2134A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF923888	2145A/2010	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572661	2145A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572750	2145A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572810	2145A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572904	2145A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF923893	2151A/2010	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572662	2151A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572751	2151A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572839	2151A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572905	2151A_10	2010-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572663	2171A_10	2010-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF572752	2171A_10	2010-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF923905	229/2005	2005-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572664	229_05	2005-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572753	229_05	2005-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572816	229_05	2005-06-XX	Human	China	Betacoronavirus_1	None	None	full
FJ647042	25190	2004-12-XX	Human	Sweden	Betacoronavirus_1	None	None	full
KF572665	2941A_11	2011-12-XX	Human	China	Betacoronavirus_1	None	None	full
KF572747	2941A_11	2011-12-XX	Human	China	Betacoronavirus_1	None	None	full
KF572811	2941A_11	2011-12-XX	Human	China	Betacoronavirus_1	None	None	full
KF572906	2941A_11	2011-12-XX	Human	China	Betacoronavirus_1	None	None	full
KF572907	299_05	2005-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF923896	3074A/2012	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572666	3074A_12	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572746	3074A_12	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572812	3074A_12	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572908	3074A_12	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572754	3089A_10	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572667	3089A_12	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572909	3089A_12	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572755	3098A_10	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF572840	3098A_12	2012-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF923898	3184A/2012	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572756	3184A_10	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572668	3184A_12	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572813	3184A_12	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572910	3184A_12	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF923906	3194A/2012	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572748	3194A_10	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572669	3194A_12	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572814	3194A_12	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572911	3194A_12	2012-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF923897	3269A/2012	2012-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572757	3269A_10	2012-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572670	3269A_12	2012-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572841	3269A_12	2012-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572912	3269A_12	2012-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF923899	3582/2006	2006-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF572671	3582_06	2006-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF572758	3582_06	2006-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF572817	3582_06	2006-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF572913	3582_06	2006-09-XX	Human	China	Betacoronavirus_1	None	None	full
FJ647043	36088	2005-01-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647044	36149	2005-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647045	36252	2005-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
KF572759	3630_06	2006-10-XX	Human	China	Betacoronavirus_1	None	None	full
FJ647046	36331	2005-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647047	36370	2005-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647048	36405	2005-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647049	36428	2005-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647050	36453	2005-04-XX	Human	Sweden	Betacoronavirus_1	None	None	full
KF923900	3647/2006	2006-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF572672	3647_06	2006-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF572760	3647_06	2006-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF572818	3647_06	2006-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF572914	3647_06	2006-10-XX	Human	China	Betacoronavirus_1	None	None	full
FJ647051	37272	2006-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
KU745537	3791A/2013	2013-08-XX	Human	China	Betacoronavirus_1	None	None	full
KU745553	3791A/2013	2013-08-XX	Human	China	Betacoronavirus_1	None	None	full
KU745569	3791A/2013	2013-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF923890	39A/2007	2007-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572673	39A_07	2007-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572761	39A_07	2007-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF572915	39A_07	2007-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745538	4068A/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745554	4068A/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745570	4068A/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745539	4086A/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745555	4086A/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745571	4086A/2014	2014-04-XX	Human	China	Betacoronavirus_1	None	None	full
FJ647052	41056	2007-01-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647053	41149	2007-01-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647054	41206	2007-01-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647055	41241	2007-01-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647056	41334	2007-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647057	41368	2007-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647058	41491	2007-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647059	41553	2007-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647060	41598	2007-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647061	41600	2007-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647062	41610	2007-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647063	41638	2007-02-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647064	41651	2007-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647065	41687	2007-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647066	41698	2007-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647067	41769	2007-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
FJ647068	41802	2007-03-XX	Human	Sweden	Betacoronavirus_1	None	None	full
KU745540	4400A/2015	2015-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745556	4400A/2015	2015-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745572	4400A/2015	2015-04-XX	Human	China	Betacoronavirus_1	None	None	full
KU745541	4436A/2015	2015-05-XX	Human	China	Betacoronavirus_1	None	None	full
KU745557	4436A/2015	2015-05-XX	Human	China	Betacoronavirus_1	None	None	full
KU745573	4436A/2015	2015-05-XX	Human	China	Betacoronavirus_1	None	None	full
KU745542	4446A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745558	4446A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745574	4446A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745543	4449A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745559	4449A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745575	4449A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745544	4450A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745560	4450A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745576	4450A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745545	4452A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745561	4452A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745577	4452A/2015	2015-06-XX	Human	China	Betacoronavirus_1	None	None	full
KU745546	4467A/2015	2015-07-XX	Human	China	Betacoronavirus_1	None	None	full
KU745562	4467A/2015	2015-07-XX	Human	China	Betacoronavirus_1	None	None	full
KU745578	4467A/2015	2015-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF572674	4795_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572762	4795_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572842	4795_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572916	4795_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572675	4954_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572763	4954_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572843	4954_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572917	4954_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF923891	5240/2007	2007-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572676	5240_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572764	5240_07	2007-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572844	5240_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572918	5240_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572677	5331_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572765	5331_07	2007-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572845	5331_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572919	5331_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF923892	5345/2007	2007-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572678	5345_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572766	5345_07	2007-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572846	5345_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572920	5345_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF923894	5352/2007	2007-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572679	5352_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572767	5352_07	2007-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572847	5352_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572921	5352_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF923907	5370/2007	2007-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572680	5370_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572768	5370_07	2007-05-XX	Human	China	Betacoronavirus_1	None	None	full
KF572848	5370_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF572922	5370_07	2007-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF923908	5414/2007	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572681	5414_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572769	5414_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572849	5414_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572923	5414_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF923909	5442/2007	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572682	5442_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572770	5442_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572850	5442_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572924	5442_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF923910	5445/2007	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572683	5445_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572771	5445_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572851	5445_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572925	5445_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572772	5448_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572773	5462_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF923901	5472/2007	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572684	5472_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572774	5472_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF572852	5472_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
